logs/n101gh_telemetry.log:[2024-06-26 14:33:10] GPS: Latitude: 34.0524, Longitude: -118.2435
logs/n112op_telemetry.log:[2024-06-26 14:37:10] GPS: Latitude: 34.0535, Longitude: -118.2419
logs/n112op_telemetry.log:[2024-06-26 14:38:10] GPS: Latitude: 34.0536, Longitude: -118.2415
logs/n112op_telemetry.log:[2024-06-26 14:39:10] GPS: Latitude: 34.0539, Longitude: -118.2410
logs/n112op_telemetry.log:[2024-06-26 14:40:10] GPS: Latitude: 34.0543, Longitude: -118.2408
logs/n112op_telemetry.log:[2024-06-26 14:41:10] GPS: Latitude: 34.0548, Longitude: -118.2403
logs/n112op_telemetry.log:[2024-06-26 14:42:10] GPS: Latitude: 34.0551, Longitude: -118.2399
logs/n112op_telemetry.log:[2024-06-26 14:43:10] GPS: Latitude: 34.0554, Longitude: -118.2396
logs/n112op_telemetry.log:[2024-06-26 14:44:10] GPS: Latitude: 34.0558, Longitude: -118.2393
logs/n112op_telemetry.log:[2024-06-26 14:45:10] GPS: Latitude: 34.0560, Longitude: -118.2389
logs/n112op_telemetry.log:[2024-06-26 14:46:10] GPS: Latitude: 34.0565, Longitude: -118.2385
logs/n112op_telemetry.log:[2024-06-26 14:47:10] GPS: Latitude: 34.0568, Longitude: -118.2380
logs/n112op_telemetry.log:[2024-06-26 14:48:10] GPS: Latitude: 34.0571, Longitude: -118.2376
logs/n112op_telemetry.log:[2024-06-26 14:49:10] GPS: Latitude: 34.0573, Longitude: -118.2372
logs/n112op_telemetry.log:[2024-06-26 14:50:10] GPS: Latitude: 34.0576, Longitude: -118.2371
logs/n112op_telemetry.log:[2024-06-26 14:51:10] GPS: Latitude: 34.0580, Longitude: -118.2368
logs/n112op_telemetry.log:[2024-06-26 14:52:10] GPS: Latitude: 34.0582, Longitude: -118.2365
logs/n112op_telemetry.log:[2024-06-26 14:53:10] GPS: Latitude: 34.0583, Longitude: -118.2360
logs/n112op_telemetry.log:[2024-06-26 14:54:10] GPS: Latitude: 34.0585, Longitude: -118.2358
logs/n112op_telemetry.log:[2024-06-26 14:55:10] GPS: Latitude: 34.0588, Longitude: -118.2356
logs/n112op_telemetry.log:[2024-06-26 14:56:10] GPS: Latitude: 34.0591, Longitude: -118.2354
logs/n112op_telemetry.log:[2024-06-26 14:57:10] GPS: Latitude: 34.0593, Longitude: -118.2350
logs/n112op_telemetry.log:[2024-06-26 14:58:10] GPS: Latitude: 34.0596, Longitude: -118.2348
logs/n112op_telemetry.log:[2024-06-26 14:59:10] GPS: Latitude: 34.0598, Longitude: -118.2347
logs/n112op_telemetry.log:[2024-06-26 15:00:10] GPS: Latitude: 34.0603, Longitude: -118.2345
logs/n112op_telemetry.log:[2024-06-26 15:01:10] GPS: Latitude: 34.0606, Longitude: -118.2341
logs/n112op_telemetry.log:[2024-06-26 15:02:10] GPS: Latitude: 34.0610, Longitude: -118.2338
logs/n112op_telemetry.log:[2024-06-26 15:03:10] GPS: Latitude: 34.0608, Longitude: -118.2340
logs/n112op_telemetry.log:[2024-06-26 15:04:10] GPS: Latitude: 34.0604, Longitude: -118.2342
logs/n112op_telemetry.log:[2024-06-26 15:05:10] GPS: Latitude: 34.0600, Longitude: -118.2344
logs/n112op_telemetry.log:[2024-06-26 15:06:10] GPS: Latitude: 34.0598, Longitude: -118.2347
logs/n112op_telemetry.log:[2024-06-26 15:07:10] GPS: Latitude: 34.0595, Longitude: -118.2349
logs/n123ab_telemetry.log:[2024-06-26 14:33:10] GPS: Latitude: 34.0524, Longitude: -118.2434
logs/n123ab_telemetry.log:[2024-06-26 14:34:10] GPS: Latitude: 34.0528, Longitude: -118.2430
logs/n123ab_telemetry.log:[2024-06-26 14:35:10] GPS: Latitude: 34.0532, Longitude: -118.2426
logs/n123ab_telemetry.log:[2024-06-26 14:36:10] GPS: Latitude: 34.0536, Longitude: -118.2425
logs/n123ab_telemetry.log:[2024-06-26 14:37:10] GPS: Latitude: 34.0538, Longitude: -118.2421
logs/n123ab_telemetry.log:[2024-06-26 14:38:10] GPS: Latitude: 34.0541, Longitude: -118.2416
logs/n123ab_telemetry.log:[2024-06-26 14:39:10] GPS: Latitude: 34.0543, Longitude: -118.2414
logs/n123ab_telemetry.log:[2024-06-26 14:40:10] GPS: Latitude: 34.0547, Longitude: -118.2410
logs/n123ab_telemetry.log:[2024-06-26 14:41:10] GPS: Latitude: 34.0550, Longitude: -118.2407
logs/n123ab_telemetry.log:[2024-06-26 14:42:10] GPS: Latitude: 34.0554, Longitude: -118.2405
logs/n123ab_telemetry.log:[2024-06-26 14:43:10] GPS: Latitude: 34.0555, Longitude: -118.2400
logs/n123ab_telemetry.log:[2024-06-26 14:44:10] GPS: Latitude: 34.0558, Longitude: -118.2399
logs/n123ab_telemetry.log:[2024-06-26 14:45:10] GPS: Latitude: 34.0559, Longitude: -118.2395
logs/n123ab_telemetry.log:[2024-06-26 14:46:10] GPS: Latitude: 34.0563, Longitude: -118.2391
logs/n123ab_telemetry.log:[2024-06-26 14:47:10] GPS: Latitude: 34.0564, Longitude: -118.2390
logs/n123ab_telemetry.log:[2024-06-26 14:48:10] GPS: Latitude: 34.0568, Longitude: -118.2389
logs/n123ab_telemetry.log:[2024-06-26 14:49:10] GPS: Latitude: 34.0570, Longitude: -118.2387
logs/n123ab_telemetry.log:[2024-06-26 14:50:10] GPS: Latitude: 34.0575, Longitude: -118.2383
logs/n123ab_telemetry.log:[2024-06-26 14:51:10] GPS: Latitude: 34.0577, Longitude: -118.2378
logs/n123ab_telemetry.log:[2024-06-26 14:52:10] GPS: Latitude: 34.0581, Longitude: -118.2377
logs/n123ab_telemetry.log:[2024-06-26 14:53:10] GPS: Latitude: 34.0584, Longitude: -118.2375
logs/n123ab_telemetry.log:[2024-06-26 14:54:10] GPS: Latitude: 34.0588, Longitude: -118.2371
logs/n123ab_telemetry.log:[2024-06-26 14:55:10] GPS: Latitude: 34.0592, Longitude: -118.2368
logs/n123ab_telemetry.log:[2024-06-26 14:56:10] GPS: Latitude: 34.0597, Longitude: -118.2364
logs/n123ab_telemetry.log:[2024-06-26 14:57:10] GPS: Latitude: 34.0600, Longitude: -118.2360
logs/n123ab_telemetry.log:[2024-06-26 14:58:10] GPS: Latitude: 34.0601, Longitude: -118.2356
logs/n123ab_telemetry.log:[2024-06-26 14:59:10] GPS: Latitude: 34.0605, Longitude: -118.2354
logs/n123ab_telemetry.log:[2024-06-26 15:00:10] GPS: Latitude: 34.0609, Longitude: -118.2349
logs/n123ab_telemetry.log:[2024-06-26 15:01:10] GPS: Latitude: 34.0610, Longitude: -118.2346
logs/n123ab_telemetry.log:[2024-06-26 15:02:10] GPS: Latitude: 34.0614, Longitude: -118.2342
logs/n123ab_telemetry.log:[2024-06-26 15:03:10] GPS: Latitude: 34.0609, Longitude: -118.2346
logs/n123ab_telemetry.log:[2024-06-26 15:04:10] GPS: Latitude: 34.0607, Longitude: -118.2349
logs/n123ab_telemetry.log:[2024-06-26 15:05:10] GPS: Latitude: 34.0604, Longitude: -118.2350
logs/n123ab_telemetry.log:[2024-06-26 15:06:10] GPS: Latitude: 34.0600, Longitude: -118.2355
logs/n123ab_telemetry.log:[2024-06-26 15:07:10] GPS: Latitude: 34.0595, Longitude: -118.2359
logs/n223wx_telemetry.log:[2024-06-26 14:33:10] GPS: Latitude: 34.0525, Longitude: -118.2436
logs/n223wx_telemetry.log:[2024-06-26 14:34:10] GPS: Latitude: 34.0528, Longitude: -118.2431
logs/n223wx_telemetry.log:[2024-06-26 14:35:10] GPS: Latitude: 34.0532, Longitude: -118.2428
logs/n223wx_telemetry.log:[2024-06-26 14:36:10] GPS: Latitude: 34.0535, Longitude: -118.2423
logs/n223wx_telemetry.log:[2024-06-26 14:37:10] GPS: Latitude: 34.0538, Longitude: -118.2420
logs/n223wx_telemetry.log:[2024-06-26 14:38:10] GPS: Latitude: 34.0541, Longitude: -118.2416
logs/n223wx_telemetry.log:[2024-06-26 14:39:10] GPS: Latitude: 34.0546, Longitude: -118.2413
logs/n223wx_telemetry.log:[2024-06-26 14:40:10] GPS: Latitude: 34.0548, Longitude: -118.2409
logs/n223wx_telemetry.log:[2024-06-26 14:41:10] GPS: Latitude: 34.0549, Longitude: -118.2404
logs/n223wx_telemetry.log:[2024-06-26 14:42:10] GPS: Latitude: 34.0554, Longitude: -118.2401
logs/n223wx_telemetry.log:[2024-06-26 14:43:10] GPS: Latitude: 34.0556, Longitude: -118.2399
logs/n223wx_telemetry.log:[2024-06-26 14:44:10] GPS: Latitude: 34.0558, Longitude: -118.2398
logs/n223wx_telemetry.log:[2024-06-26 14:45:10] GPS: Latitude: 34.0560, Longitude: -118.2393
logs/n223wx_telemetry.log:[2024-06-26 14:46:10] GPS: Latitude: 34.0563, Longitude: -118.2389
logs/n223wx_telemetry.log:[2024-06-26 14:47:10] GPS: Latitude: 34.0565, Longitude: -118.2387
logs/n223wx_telemetry.log:[2024-06-26 14:48:10] GPS: Latitude: 34.0567, Longitude: -118.2383
logs/n223wx_telemetry.log:[2024-06-26 14:49:10] GPS: Latitude: 34.0569, Longitude: -118.2381
logs/n223wx_telemetry.log:[2024-06-26 14:50:10] GPS: Latitude: 34.0574, Longitude: -118.2376
logs/n223wx_telemetry.log:[2024-06-26 14:51:10] GPS: Latitude: 34.0577, Longitude: -118.2373
logs/n223wx_telemetry.log:[2024-06-26 14:52:10] GPS: Latitude: 34.0581, Longitude: -118.2370
logs/n223wx_telemetry.log:[2024-06-26 14:53:10] GPS: Latitude: 34.0585, Longitude: -118.2368
logs/n223wx_telemetry.log:[2024-06-26 14:54:10] GPS: Latitude: 34.0588, Longitude: -118.2366
logs/n223wx_telemetry.log:[2024-06-26 14:55:10] GPS: Latitude: 34.0591, Longitude: -118.2365
logs/n223wx_telemetry.log:[2024-06-26 14:56:10] GPS: Latitude: 34.0594, Longitude: -118.2361
logs/n223wx_telemetry.log:[2024-06-26 14:57:10] GPS: Latitude: 34.0596, Longitude: -118.2357
logs/n223wx_telemetry.log:[2024-06-26 14:58:10] GPS: Latitude: 34.0597, Longitude: -118.2353
logs/n223wx_telemetry.log:[2024-06-26 14:59:10] GPS: Latitude: 34.0602, Longitude: -118.2352
logs/n223wx_telemetry.log:[2024-06-26 15:00:10] GPS: Latitude: 34.0605, Longitude: -118.2349
logs/n223wx_telemetry.log:[2024-06-26 15:01:10] GPS: Latitude: 34.0609, Longitude: -118.2347
logs/n223wx_telemetry.log:[2024-06-26 15:02:10] GPS: Latitude: 34.0611, Longitude: -118.2344
logs/n223wx_telemetry.log:[2024-06-26 15:03:10] GPS: Latitude: 34.0607, Longitude: -118.2347
logs/n223wx_telemetry.log:[2024-06-26 15:04:10] GPS: Latitude: 34.0604, Longitude: -118.2351
logs/n223wx_telemetry.log:[2024-06-26 15:05:10] GPS: Latitude: 34.0602, Longitude: -118.2353
logs/n223wx_telemetry.log:[2024-06-26 15:06:10] GPS: Latitude: 34.0598, Longitude: -118.2354
logs/n223wx_telemetry.log:[2024-06-26 15:07:10] GPS: Latitude: 34.0593, Longitude: -118.2357
logs/n234ij_telemetry.log:[2024-06-26 14:33:10] GPS: Latitude: 34.0527, Longitude: -118.2432
logs/n234ij_telemetry.log:[2024-06-26 14:34:10] GPS: Latitude: 34.0528, Longitude: -118.2430
logs/n234ij_telemetry.log:[2024-06-26 14:35:10] GPS: Latitude: 34.0530, Longitude: -118.2428
logs/n234ij_telemetry.log:[2024-06-26 14:36:10] GPS: Latitude: 34.0534, Longitude: -118.2425
logs/n234ij_telemetry.log:[2024-06-26 14:37:10] GPS: Latitude: 34.0537, Longitude: -118.2421
logs/n234ij_telemetry.log:[2024-06-26 14:38:10] GPS: Latitude: 34.0540, Longitude: -118.2417
logs/n234ij_telemetry.log:[2024-06-26 14:39:10] GPS: Latitude: 34.0544, Longitude: -118.2415
logs/n234ij_telemetry.log:[2024-06-26 14:40:10] GPS: Latitude: 34.0546, Longitude: -118.2412
logs/n234ij_telemetry.log:[2024-06-26 14:41:10] GPS: Latitude: 34.0551, Longitude: -118.2407
logs/n234ij_telemetry.log:[2024-06-26 14:42:10] GPS: Latitude: 34.0553, Longitude: -118.2405
logs/n234ij_telemetry.log:[2024-06-26 14:43:10] GPS: Latitude: 34.0555, Longitude: -118.2404
logs/n234ij_telemetry.log:[2024-06-26 14:44:10] GPS: Latitude: 34.0556, Longitude: -118.2399
logs/n234ij_telemetry.log:[2024-06-26 14:45:10] GPS: Latitude: 34.0558, Longitude: -118.2397
logs/n234ij_telemetry.log:[2024-06-26 14:46:10] GPS: Latitude: 34.0560, Longitude: -118.2392
logs/n234ij_telemetry.log:[2024-06-26 14:47:10] GPS: Latitude: 34.0564, Longitude: -118.2389
logs/n234ij_telemetry.log:[2024-06-26 14:48:10] GPS: Latitude: 34.0566, Longitude: -118.2387
logs/n234ij_telemetry.log:[2024-06-26 14:49:10] GPS: Latitude: 34.0571, Longitude: -118.2385
logs/n234ij_telemetry.log:[2024-06-26 14:50:10] GPS: Latitude: 34.0572, Longitude: -118.2382
logs/n234ij_telemetry.log:[2024-06-26 14:51:10] GPS: Latitude: 34.0574, Longitude: -118.2378
logs/n234ij_telemetry.log:[2024-06-26 14:52:10] GPS: Latitude: 34.0577, Longitude: -118.2374
logs/n234ij_telemetry.log:[2024-06-26 14:53:10] GPS: Latitude: 34.0582, Longitude: -118.2370
logs/n234ij_telemetry.log:[2024-06-26 14:54:10] GPS: Latitude: 34.0583, Longitude: -118.2369
logs/n234ij_telemetry.log:[2024-06-26 14:55:10] GPS: Latitude: 34.0588, Longitude: -118.2364
logs/n234ij_telemetry.log:[2024-06-26 14:56:10] GPS: Latitude: 34.0589, Longitude: -118.2361
logs/n234ij_telemetry.log:[2024-06-26 14:57:10] GPS: Latitude: 34.0592, Longitude: -118.2356
logs/n234ij_telemetry.log:[2024-06-26 14:58:10] GPS: Latitude: 34.0595, Longitude: -118.2351
logs/n234ij_telemetry.log:[2024-06-26 14:59:10] GPS: Latitude: 34.0598, Longitude: -118.2349
logs/n234ij_telemetry.log:[2024-06-26 15:00:10] GPS: Latitude: 34.0603, Longitude: -118.2347
logs/n234ij_telemetry.log:[2024-06-26 15:01:10] GPS: Latitude: 34.0607, Longitude: -118.2343
logs/n234ij_telemetry.log:[2024-06-26 15:02:10] GPS: Latitude: 34.0610, Longitude: -118.2339
logs/n234ij_telemetry.log:[2024-06-26 15:03:10] GPS: Latitude: 34.0609, Longitude: -118.2344
logs/n234ij_telemetry.log:[2024-06-26 15:04:10] GPS: Latitude: 34.0607, Longitude: -118.2345
logs/n234ij_telemetry.log:[2024-06-26 15:05:10] GPS: Latitude: 34.0605, Longitude: -118.2346
logs/n234ij_telemetry.log:[2024-06-26 15:06:10] GPS: Latitude: 34.0604, Longitude: -118.2350
logs/n234ij_telemetry.log:[2024-06-26 15:07:10] GPS: Latitude: 34.0599, Longitude: -118.2355
logs/n456cd_telemetry.log:[2024-06-26 14:33:10] GPS: Latitude: 34.0524, Longitude: -118.2434
logs/n456cd_telemetry.log:[2024-06-26 14:34:10] GPS: Latitude: 34.0528, Longitude: -118.2433
logs/n456cd_telemetry.log:[2024-06-26 14:35:10] GPS: Latitude: 34.0532, Longitude: -118.2430
logs/n456cd_telemetry.log:[2024-06-26 14:36:10] GPS: Latitude: 34.0537, Longitude: -118.2427
logs/n456cd_telemetry.log:[2024-06-26 14:37:10] GPS: Latitude: 34.0538, Longitude: -118.2426
logs/n456cd_telemetry.log:[2024-06-26 14:38:10] GPS: Latitude: 34.0540, Longitude: -118.2421
logs/n456cd_telemetry.log:[2024-06-26 14:39:10] GPS: Latitude: 34.0544, Longitude: -118.2419
logs/n456cd_telemetry.log:[2024-06-26 14:40:10] GPS: Latitude: 34.0548, Longitude: -118.2417
logs/n456cd_telemetry.log:[2024-06-26 14:41:10] GPS: Latitude: 34.0551, Longitude: -118.2413
logs/n456cd_telemetry.log:[2024-06-26 14:42:10] GPS: Latitude: 34.0555, Longitude: -118.2411
logs/n456cd_telemetry.log:[2024-06-26 14:43:10] GPS: Latitude: 34.0558, Longitude: -118.2408
logs/n456cd_telemetry.log:[2024-06-26 14:44:10] GPS: Latitude: 34.0561, Longitude: -118.2404
logs/n456cd_telemetry.log:[2024-06-26 14:45:10] GPS: Latitude: 34.0563, Longitude: -118.2402
logs/n456cd_telemetry.log:[2024-06-26 14:46:10] GPS: Latitude: 34.0567, Longitude: -118.2400
logs/n456cd_telemetry.log:[2024-06-26 14:47:10] GPS: Latitude: 34.0569, Longitude: -118.2398
logs/n456cd_telemetry.log:[2024-06-26 14:48:10] GPS: Latitude: 34.0571, Longitude: -118.2394
logs/n456cd_telemetry.log:[2024-06-26 14:49:10] GPS: Latitude: 34.0572, Longitude: -118.2391
logs/n456cd_telemetry.log:[2024-06-26 14:50:10] GPS: Latitude: 34.0574, Longitude: -118.2388
logs/n456cd_telemetry.log:[2024-06-26 14:51:10] GPS: Latitude: 34.0576, Longitude: -118.2385
logs/n456cd_telemetry.log:[2024-06-26 14:52:10] GPS: Latitude: 34.0581, Longitude: -118.2383
logs/n456cd_telemetry.log:[2024-06-26 14:53:10] GPS: Latitude: 34.0584, Longitude: -118.2380
logs/n456cd_telemetry.log:[2024-06-26 14:54:10] GPS: Latitude: 34.0586, Longitude: -118.2377
logs/n456cd_telemetry.log:[2024-06-26 14:55:10] GPS: Latitude: 34.0591, Longitude: -118.2372
logs/n456cd_telemetry.log:[2024-06-26 14:56:10] GPS: Latitude: 34.0594, Longitude: -118.2369
logs/n456cd_telemetry.log:[2024-06-26 14:57:10] GPS: Latitude: 34.0598, Longitude: -118.2367
logs/n456cd_telemetry.log:[2024-06-26 14:58:10] GPS: Latitude: 34.0603, Longitude: -118.2362
logs/n456cd_telemetry.log:[2024-06-26 14:59:10] GPS: Latitude: 34.0605, Longitude: -118.2359
logs/n456cd_telemetry.log:[2024-06-26 15:00:10] GPS: Latitude: 34.0609, Longitude: -118.2356
logs/n456cd_telemetry.log:[2024-06-26 15:01:10] GPS: Latitude: 34.0614, Longitude: -118.2351
logs/n456cd_telemetry.log:[2024-06-26 15:02:10] GPS: Latitude: 34.0617, Longitude: -118.2348
logs/n456cd_telemetry.log:[2024-06-26 15:03:10] GPS: Latitude: 34.0614, Longitude: -118.2350
logs/n456cd_telemetry.log:[2024-06-26 15:04:10] GPS: Latitude: 34.0610, Longitude: -118.2353
logs/n456cd_telemetry.log:[2024-06-26 15:05:10] GPS: Latitude: 34.0607, Longitude: -118.2358
logs/n456cd_telemetry.log:[2024-06-26 15:06:10] GPS: Latitude: 34.0606, Longitude: -118.2360
logs/n456cd_telemetry.log:[2024-06-26 15:07:10] GPS: Latitude: 34.0603, Longitude: -118.2362
logs/n567kl_telemetry.log:[2024-06-26 14:33:10] GPS: Latitude: 34.0527, Longitude: -118.2436
logs/n567kl_telemetry.log:[2024-06-26 14:34:10] GPS: Latitude: 34.0529, Longitude: -118.2433
logs/n567kl_telemetry.log:[2024-06-26 14:35:10] GPS: Latitude: 34.0533, Longitude: -118.2431
logs/n567kl_telemetry.log:[2024-06-26 14:36:10] GPS: Latitude: 34.0537, Longitude: -118.2426
logs/n567kl_telemetry.log:[2024-06-26 14:37:10] GPS: Latitude: 34.0541, Longitude: -118.2424
logs/n567kl_telemetry.log:[2024-06-26 14:38:10] GPS: Latitude: 34.0545, Longitude: -118.2422
logs/n567kl_telemetry.log:[2024-06-26 14:39:10] GPS: Latitude: 34.0549, Longitude: -118.2418
logs/n567kl_telemetry.log:[2024-06-26 14:40:10] GPS: Latitude: 34.0553, Longitude: -118.2414
logs/n567kl_telemetry.log:[2024-06-26 14:41:10] GPS: Latitude: 34.0556, Longitude: -118.2412
logs/n567kl_telemetry.log:[2024-06-26 14:42:10] GPS: Latitude: 34.0558, Longitude: -118.2409
logs/n567kl_telemetry.log:[2024-06-26 14:43:10] GPS: Latitude: 34.0560, Longitude: -118.2406
logs/n567kl_telemetry.log:[2024-06-26 14:44:10] GPS: Latitude: 34.0563, Longitude: -118.2403
logs/n567kl_telemetry.log:[2024-06-26 14:45:10] GPS: Latitude: 34.0567, Longitude: -118.2400
logs/n567kl_telemetry.log:[2024-06-26 14:46:10] GPS: Latitude: 34.0571, Longitude: -118.2396
logs/n567kl_telemetry.log:[2024-06-26 14:47:10] GPS: Latitude: 34.0573, Longitude: -118.2392
logs/n567kl_telemetry.log:[2024-06-26 14:48:10] GPS: Latitude: 34.0574, Longitude: -118.2389
logs/n567kl_telemetry.log:[2024-06-26 14:49:10] GPS: Latitude: 34.0578, Longitude: -118.2386
logs/n567kl_telemetry.log:[2024-06-26 14:50:10] GPS: Latitude: 34.0582, Longitude: -118.2382
logs/n567kl_telemetry.log:[2024-06-26 14:51:10] GPS: Latitude: 34.0586, Longitude: -118.2378
logs/n567kl_telemetry.log:[2024-06-26 14:52:10] GPS: Latitude: 34.0588, Longitude: -118.2376
logs/n567kl_telemetry.log:[2024-06-26 14:53:10] GPS: Latitude: 34.0589, Longitude: -118.2372
logs/n567kl_telemetry.log:[2024-06-26 14:54:10] GPS: Latitude: 34.0591, Longitude: -118.2368
logs/n567kl_telemetry.log:[2024-06-26 14:55:10] GPS: Latitude: 34.0594, Longitude: -118.2365
logs/n567kl_telemetry.log:[2024-06-26 14:56:10] GPS: Latitude: 34.0595, Longitude: -118.2364
logs/n567kl_telemetry.log:[2024-06-26 14:57:10] GPS: Latitude: 34.0596, Longitude: -118.2359
logs/n567kl_telemetry.log:[2024-06-26 14:58:10] GPS: Latitude: 34.0601, Longitude: -118.2355
logs/n567kl_telemetry.log:[2024-06-26 14:59:10] GPS: Latitude: 34.0604, Longitude: -118.2352
logs/n567kl_telemetry.log:[2024-06-26 15:00:10] GPS: Latitude: 34.0608, Longitude: -118.2349
logs/n567kl_telemetry.log:[2024-06-26 15:01:10] GPS: Latitude: 34.0609, Longitude: -118.2347
logs/n567kl_telemetry.log:[2024-06-26 15:02:10] GPS: Latitude: 34.0610, Longitude: -118.2344
logs/n567kl_telemetry.log:[2024-06-26 15:03:10] GPS: Latitude: 34.0608, Longitude: -118.2349
logs/n567kl_telemetry.log:[2024-06-26 15:04:10] GPS: Latitude: 34.0606, Longitude: -118.2350
logs/n567kl_telemetry.log:[2024-06-26 15:05:10] GPS: Latitude: 34.0603, Longitude: -118.2354
logs/n567kl_telemetry.log:[2024-06-26 15:06:10] GPS: Latitude: 34.0598, Longitude: -118.2358
logs/n567kl_telemetry.log:[2024-06-26 15:07:10] GPS: Latitude: 34.0593, Longitude: -118.2361
logs/n678st_telemetry.log:[2024-06-26 14:33:10] GPS: Latitude: 34.0526, Longitude: -118.2434
logs/n678st_telemetry.log:[2024-06-26 14:34:10] GPS: Latitude: 34.0528, Longitude: -118.2431
logs/n678st_telemetry.log:[2024-06-26 14:35:10] GPS: Latitude: 34.0530, Longitude: -118.2428
logs/n678st_telemetry.log:[2024-06-26 14:36:10] GPS: Latitude: 34.0533, Longitude: -118.2425
logs/n678st_telemetry.log:[2024-06-26 14:37:10] GPS: Latitude: 34.0535, Longitude: -118.2422
logs/n678st_telemetry.log:[2024-06-26 14:38:10] GPS: Latitude: 34.0538, Longitude: -118.2420
logs/n678st_telemetry.log:[2024-06-26 14:39:10] GPS: Latitude: 34.0541, Longitude: -118.2418
logs/n678st_telemetry.log:[2024-06-26 14:40:10] GPS: Latitude: 34.0543, Longitude: -118.2414
logs/n678st_telemetry.log:[2024-06-26 14:41:10] GPS: Latitude: 34.0545, Longitude: -118.2410
